condition_id,event_start,ts_ms,event_end_ms,up_best_ask,up_best_bid,down_best_ask,down_best_bid,up_ask_sz_1,down_ask_sz_1
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680852391,1785681000000,0.690000,0.680000,0.320000,0.310000,204.7,72.24
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680852890,1785681000000,0.690000,0.680000,0.320000,0.310000,204.7,72.24
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680853391,1785681000000,0.690000,0.680000,0.320000,0.310000,221.4,62.86
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680853889,1785681000000,0.680000,0.670000,0.330000,0.320000,87.92,167.58
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680854391,1785681000000,0.690000,0.680000,0.320000,0.310000,146.45,109.99
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680854890,1785681000000,0.690000,0.680000,0.320000,0.310000,165.45,124.99
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680855391,1785681000000,0.700000,0.690000,0.310000,0.300000,194.04,35
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680855890,1785681000000,0.700000,0.690000,0.310000,0.300000,452.61,35
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680856391,1785681000000,0.700000,0.690000,0.310000,0.300000,457.61,35
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680856889,1785681000000,0.700000,0.690000,0.310000,0.300000,496.18,33.54
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680857391,1785681000000,0.700000,0.690000,0.310000,0.300000,484.62,1.87
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680857890,1785681000000,0.690000,0.680000,0.320000,0.310000,250.22,105.65
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680858390,1785681000000,0.690000,0.680000,0.320000,0.310000,15,796.16
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680858891,1785681000000,0.740000,0.730000,0.270000,0.260000,48.93,133.51
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680859391,1785681000000,0.740000,0.730000,0.270000,0.260000,60.11,192.97
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680859889,1785681000000,0.740000,0.730000,0.270000,0.260000,60.11,192.55
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680860391,1785681000000,0.740000,0.730000,0.270000,0.260000,60.11,192.55
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680860890,1785681000000,0.740000,0.730000,0.270000,0.260000,44.5,143.55
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680861391,1785681000000,0.740000,0.730000,0.270000,0.260000,62,133.55
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680861890,1785681000000,0.710000,0.690000,0.310000,0.300000,68.6,25
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680862391,1785681000000,0.700000,0.690000,0.310000,0.300000,234.68,25
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680862890,1785681000000,0.710000,0.700000,0.300000,0.290000,55,47.9
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680863391,1785681000000,0.710000,0.700000,0.300000,0.290000,69.5,117.99
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680863889,1785681000000,0.710000,0.700000,0.300000,0.290000,48.64,112.99
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680864391,1785681000000,0.710000,0.700000,0.300000,0.290000,48.64,140.83
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680864889,1785681000000,0.710000,0.700000,0.300000,0.290000,178.9,37.84
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680865391,1785681000000,0.710000,0.700000,0.300000,0.290000,155.57,37.84
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680865890,1785681000000,0.710000,0.700000,0.300000,0.290000,150.29,37.84
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680866391,1785681000000,0.710000,0.700000,0.300000,0.290000,171.58,37.84
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680866890,1785681000000,0.710000,0.700000,0.300000,0.290000,32.66,248.58
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680867390,1785681000000,0.710000,0.700000,0.300000,0.290000,32.66,248.58
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680867891,1785681000000,0.710000,0.700000,0.300000,0.290000,32.66,248.58
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680868389,1785681000000,0.710000,0.700000,0.300000,0.290000,10.59,279.4
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680868891,1785681000000,0.710000,0.700000,0.300000,0.290000,10.59,268.58
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680869391,1785681000000,0.710000,0.700000,0.300000,0.290000,9.18,268.58
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680869890,1785681000000,0.710000,0.700000,0.300000,0.290000,9.18,292.58
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680870391,1785681000000,0.720000,0.710000,0.290000,0.280000,34.32,187.98
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680870889,1785681000000,0.720000,0.710000,0.290000,0.280000,46.32,211.19
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680871390,1785681000000,0.720000,0.710000,0.290000,0.280000,61.32,188.29
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680871891,1785681000000,0.710000,0.700000,0.300000,0.290000,80.6,229.2
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680872390,1785681000000,0.710000,0.700000,0.300000,0.290000,135.27,39.36
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680872890,1785681000000,0.710000,0.700000,0.300000,0.290000,9.33,39.36
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680873390,1785681000000,0.710000,0.700000,0.300000,0.290000,25,105.19
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680873890,1785681000000,0.720000,0.710000,0.290000,0.280000,74.44,59
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680874391,1785681000000,0.720000,0.710000,0.290000,0.280000,59.64,29.51
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680874889,1785681000000,0.720000,0.710000,0.290000,0.280000,54.64,51.68
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680875391,1785681000000,0.720000,0.710000,0.290000,0.280000,37.14,27.17
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680875891,1785681000000,0.710000,0.700000,0.300000,0.290000,50,99.81
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680876391,1785681000000,0.710000,0.700000,0.300000,0.290000,73.78,40.19
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680876890,1785681000000,0.710000,0.700000,0.300000,0.290000,59.62,105.52
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680877391,1785681000000,0.710000,0.700000,0.300000,0.290000,30,105.52
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680877889,1785681000000,0.710000,0.700000,0.300000,0.290000,30,164.52
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680878390,1785681000000,0.710000,0.700000,0.300000,0.290000,35,164.52
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680878889,1785681000000,0.710000,0.700000,0.300000,0.290000,30,164.52
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680879390,1785681000000,0.710000,0.700000,0.300000,0.290000,28.59,164.52
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680879891,1785681000000,0.720000,0.710000,0.290000,0.280000,30.14,226.27
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680880390,1785681000000,0.720000,0.710000,0.290000,0.280000,12.63,222.47
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680880890,1785681000000,0.730000,0.720000,0.280000,0.270000,5,260.09
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680881390,1785681000000,0.730000,0.720000,0.280000,0.270000,2.12,257.08
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680881889,1785681000000,0.740000,0.730000,0.270000,0.260000,26.52,226.27
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680882391,1785681000000,0.740000,0.730000,0.270000,0.260000,18.52,237.54
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680882889,1785681000000,0.750000,0.740000,0.260000,0.250000,10,231.27
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680883391,1785681000000,0.770000,0.760000,0.240000,0.230000,37.24,182.97
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680883890,1785681000000,0.770000,0.760000,0.240000,0.230000,133.48,157.27
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680884390,1785681000000,0.770000,0.760000,0.240000,0.230000,128.48,157.27
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680884890,1785681000000,0.730000,0.720000,0.280000,0.270000,44,57.9
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680885391,1785681000000,0.720000,0.710000,0.290000,0.280000,8.33,39.49
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680885890,1785681000000,0.720000,0.710000,0.290000,0.280000,8.05,52.34
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680886389,1785681000000,0.690000,0.680000,0.320000,0.310000,270.82,39.65
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680886890,1785681000000,0.690000,0.680000,0.320000,0.310000,293.96,35.52
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680887390,1785681000000,0.690000,0.680000,0.320000,0.310000,237.96,35.52
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680887890,1785681000000,0.690000,0.680000,0.320000,0.310000,230.5,14.15
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680888391,1785681000000,0.680000,0.670000,0.330000,0.320000,258.8,38.16
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680888891,1785681000000,0.680000,0.670000,0.330000,0.320000,208,43.16
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680889390,1785681000000,0.680000,0.670000,0.330000,0.320000,213,43.16
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680889891,1785681000000,0.680000,0.670000,0.330000,0.320000,184,43.16
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680890389,1785681000000,0.680000,0.670000,0.330000,0.320000,284.56,43.16
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680890892,1785681000000,0.640000,0.620000,0.380000,0.360000,78.12,25
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680891389,1785681000000,0.620000,0.610000,0.390000,0.380000,445.38,465
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680891891,1785681000000,0.640000,0.630000,0.370000,0.360000,73.06,55
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680892389,1785681000000,0.620000,0.610000,0.390000,0.380000,138.35,285.28
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680892890,1785681000000,0.620000,0.610000,0.390000,0.380000,173.29,252.44
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680893392,1785681000000,0.620000,0.610000,0.390000,0.380000,57.84,284.38
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680893891,1785681000000,0.650000,0.640000,0.360000,0.350000,8.2,778.56
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680894390,1785681000000,0.660000,0.650000,0.350000,0.340000,9.79,497.53
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680894890,1785681000000,0.670000,0.660000,0.340000,0.330000,111.11,235.37
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680895390,1785681000000,0.670000,0.660000,0.340000,0.330000,115.9,225.37
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680895890,1785681000000,0.680000,0.670000,0.330000,0.320000,24.97,231.17
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680896390,1785681000000,0.680000,0.670000,0.330000,0.320000,22.61,162.28
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680896890,1785681000000,0.680000,0.670000,0.330000,0.320000,15.89,170.61
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680897391,1785681000000,0.680000,0.670000,0.330000,0.320000,20.89,169.05
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680897890,1785681000000,0.680000,0.670000,0.330000,0.320000,65.89,348.01
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680898390,1785681000000,0.680000,0.670000,0.330000,0.320000,70.89,333.01
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680898890,1785681000000,0.680000,0.670000,0.330000,0.320000,63.53,329.97
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680899391,1785681000000,0.680000,0.670000,0.330000,0.320000,58.53,329.97
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680899889,1785681000000,0.680000,0.670000,0.330000,0.320000,63.53,326.93
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680900391,1785681000000,0.680000,0.670000,0.330000,0.320000,177.71,6.23
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680900889,1785681000000,0.670000,0.660000,0.340000,0.330000,533.08,21.69
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680901391,1785681000000,0.670000,0.660000,0.340000,0.330000,538.08,6.84
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680901891,1785681000000,0.660000,0.650000,0.350000,0.340000,318.82,21.54
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680902390,1785681000000,0.660000,0.650000,0.350000,0.340000,297.6,21.54
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680902890,1785681000000,0.660000,0.650000,0.350000,0.340000,5,528.43
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680903389,1785681000000,0.680000,0.670000,0.330000,0.320000,50.78,222.72
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680903891,1785681000000,0.700000,0.690000,0.310000,0.300000,72,218.37
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680904389,1785681000000,0.700000,0.690000,0.310000,0.300000,72,207.58
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680904890,1785681000000,0.740000,0.730000,0.270000,0.260000,76.48,86
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680905391,1785681000000,0.740000,0.730000,0.270000,0.260000,76.48,91
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680905891,1785681000000,0.740000,0.730000,0.270000,0.260000,80.12,91
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680906390,1785681000000,0.740000,0.730000,0.270000,0.260000,70.16,58.99
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680906891,1785681000000,0.720000,0.710000,0.290000,0.280000,5,71.24
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680907389,1785681000000,0.720000,0.710000,0.290000,0.280000,10,56.24
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680907891,1785681000000,0.720000,0.710000,0.290000,0.280000,10,8.61
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680908390,1785681000000,0.720000,0.710000,0.290000,0.280000,15,8.61
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680908891,1785681000000,0.720000,0.710000,0.290000,0.280000,15,13.61
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680909391,1785681000000,0.710000,0.700000,0.300000,0.290000,39,11.82
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680909890,1785681000000,0.710000,0.700000,0.300000,0.290000,36.95,11.82
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680910390,1785681000000,0.710000,0.700000,0.300000,0.290000,153.95,11.82
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680910891,1785681000000,0.710000,0.700000,0.300000,0.290000,213.86,11.82
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680911389,1785681000000,0.700000,0.690000,0.310000,0.300000,15,22.18
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680911890,1785681000000,0.700000,0.690000,0.310000,0.300000,8,41.43
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680912390,1785681000000,0.700000,0.690000,0.310000,0.300000,6.57,41.43
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680912891,1785681000000,0.700000,0.690000,0.310000,0.300000,6.57,41.43
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680913389,1785681000000,0.700000,0.690000,0.310000,0.300000,6.57,41.43
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680913890,1785681000000,0.740000,0.720000,0.280000,0.260000,6.48,26.3
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680914391,1785681000000,0.750000,0.740000,0.260000,0.250000,65.74,111.67
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680914891,1785681000000,0.750000,0.740000,0.260000,0.250000,58.07,118.92
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680915389,1785681000000,0.750000,0.740000,0.260000,0.250000,33.07,117.56
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680915891,1785681000000,0.750000,0.740000,0.260000,0.250000,53.06,8.5
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680916389,1785681000000,0.730000,0.720000,0.280000,0.270000,15,105.55
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680916890,1785681000000,0.730000,0.720000,0.280000,0.270000,34,37
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680917390,1785681000000,0.730000,0.720000,0.280000,0.270000,63,14.85
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680917891,1785681000000,0.710000,0.700000,0.300000,0.290000,45,25.72
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680918391,1785681000000,0.710000,0.700000,0.300000,0.290000,51.95,27.97
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680918889,1785681000000,0.710000,0.700000,0.300000,0.290000,48.76,27.97
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680919390,1785681000000,0.710000,0.700000,0.300000,0.290000,45.94,12.82
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680919891,1785681000000,0.700000,0.690000,0.310000,0.300000,36.85,27.68
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680920389,1785681000000,0.700000,0.690000,0.310000,0.300000,20,22.68
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680920890,1785681000000,0.700000,0.690000,0.310000,0.300000,14.4,18.02
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680921390,1785681000000,0.720000,0.710000,0.290000,0.280000,13,25.2
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680921890,1785681000000,0.740000,0.730000,0.270000,0.260000,22,45
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680922391,1785681000000,0.730000,0.720000,0.280000,0.270000,116.02,344.31
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680922889,1785681000000,0.730000,0.720000,0.280000,0.270000,52.26,343.73
0x4482771e878bd5faa6839c3f245d860749de6651fddb5404bca14e4ba15056ad,2026-08-02NDH24:25:00Z,1785680923390,1785681000000,0.730000,0.720000,0.280000,0.270000,66.26,326.15
