day,event_start,side,ask,canonical_win,pnl_hold,pnl_lead_bid45_delay0,pnl_lead_bid45_delay0p5,pnl_lead_bid45_delay1,pnl_lead_bid45_delay2,pnl_lead_bid45_delay3,pnl_lead_bid45_delay5,pnl_lead_bid40_delay0,pnl_lead_bid40_delay0p5,pnl_lead_bid40_delay1,pnl_lead_bid40_delay2,pnl_lead_bid40_delay3,pnl_lead_bid40_delay5,signal_secs_lead_bid45_delay0,signal_secs_lead_bid45_delay0p5,signal_secs_lead_bid45_delay1,signal_secs_lead_bid45_delay2,signal_secs_lead_bid45_delay3,signal_secs_lead_bid45_delay5,signal_secs_lead_bid40_delay0,signal_secs_lead_bid40_delay0p5,signal_secs_lead_bid40_delay1,signal_secs_lead_bid40_delay2,signal_secs_lead_bid40_delay3,signal_secs_lead_bid40_delay5,exit_secs_lead_bid45_delay0,exit_secs_lead_bid45_delay0p5,exit_secs_lead_bid45_delay1,exit_secs_lead_bid45_delay2,exit_secs_lead_bid45_delay3,exit_secs_lead_bid45_delay5,exit_secs_lead_bid40_delay0,exit_secs_lead_bid40_delay0p5,exit_secs_lead_bid40_delay1,exit_secs_lead_bid40_delay2,exit_secs_lead_bid40_delay3,exit_secs_lead_bid40_delay5
2026-05-22,2026-05-22T22:35:00.000Z,1,0.530,0,-10.3290,-3.8408,-3.8408,-3.8408,-3.6557,-3.6557,-3.2847,-3.8408,-3.8408,-3.8408,-3.6557,-3.6557,-3.2847,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,23.5,23.5,22.5,21.5,19.5,24.5,23.5,23.5,22.5,21.5,19.5
2026-05-22,2026-05-22T22:50:00.000Z,-1,0.770,1,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,2026-05-22T23:10:00.000Z,1,0.800,1,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,2026-05-22T23:55:00.000Z,-1,0.860,1,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T00:00:00.000Z,1,0.850,1,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T00:05:00.000Z,1,0.800,1,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T00:20:00.000Z,1,0.900,1,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T00:30:00.000Z,-1,0.840,1,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T00:55:00.000Z,1,0.860,0,-10.0980,-9.7728,-9.2277,-9.8814,-10.0980,-10.0980,-10.0980,-9.7728,-9.2277,-9.8814,-10.0980,-10.0980,-10.0980,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.0,,,,3.0,2.5,2.0,,,
2026-05-23,2026-05-23T01:20:00.000Z,-1,0.660,1,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,4.8378,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T01:30:00.000Z,-1,0.860,1,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T01:35:00.000Z,1,0.830,1,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,1.8690,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T01:40:00.000Z,-1,0.530,1,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,8.4446,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T01:55:00.000Z,-1,0.810,0,-10.1330,-6.7307,-7.0894,-7.3277,-7.8021,-9.0927,-9.5568,-6.7307,-7.0894,-7.3277,-7.8021,-9.0927,-9.5568,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.0,12.5,11.5,10.5,8.5,13.5,13.0,12.5,11.5,10.5,8.5
2026-05-23,2026-05-23T02:20:00.000Z,-1,0.550,1,7.7759,-6.1835,1.2136,1.2136,0.4731,-0.0796,1.2136,-6.1835,1.2136,1.2136,0.4731,-0.0796,1.2136,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,22.0,21.0,19.0,24.0,23.0,23.0,22.0,21.0,19.0
2026-05-23,2026-05-23T02:30:00.000Z,1,0.900,1,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T02:35:00.000Z,1,0.810,1,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T02:50:00.000Z,1,0.910,1,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T03:05:00.000Z,-1,0.570,1,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,7.1551,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T03:20:00.000Z,1,0.540,1,8.1039,-3.2257,-3.2257,-6.2923,-6.2923,-3.9540,6.4237,-6.2923,-6.2923,-5.9354,1.4201,7.6032,6.2280,10.0,10.0,10.0,10.0,10.0,10.0,8.5,8.5,8.5,8.5,8.5,8.5,10.0,9.0,8.5,8.0,7.0,5.0,8.5,8.0,7.5,6.5,5.5,3.5
2026-05-23,2026-05-23T03:35:00.000Z,1,0.870,1,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T03:45:00.000Z,-1,0.670,1,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,4.6197,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T03:55:00.000Z,-1,0.850,1,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T04:00:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T04:05:00.000Z,-1,0.540,1,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T04:10:00.000Z,1,0.840,0,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,-10.1120,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T04:15:00.000Z,-1,0.520,1,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T04:20:00.000Z,1,0.870,0,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,
2026-05-23,2026-05-23T04:25:00.000Z,-1,0.530,0,-10.3290,-8.3828,-9.2714,-9.6250,-9.4483,-9.6250,-10.3290,-8.3828,-9.2714,-9.6250,-9.4483,-9.6250,-10.3290,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0,4.5,3.5,2.5,,5.5,5.0,4.5,3.5,2.5,
2026-05-23,2026-05-23T04:40:00.000Z,-1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T04:45:00.000Z,1,0.900,1,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T04:50:00.000Z,-1,0.880,1,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T04:55:00.000Z,1,0.900,1,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T05:30:00.000Z,1,0.940,0,-10.0420,-10.0420,-10.0420,-10.0420,-10.0420,-10.0420,-10.0420,-10.0420,-10.0420,-10.0420,-10.0420,-10.0420,-10.0420,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T06:10:00.000Z,-1,0.690,1,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T06:30:00.000Z,1,0.890,1,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T06:35:00.000Z,-1,0.840,1,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T06:50:00.000Z,1,0.900,1,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T06:55:00.000Z,-1,0.820,1,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T07:10:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T07:15:00.000Z,-1,0.540,1,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,8.1039,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T07:25:00.000Z,-1,0.530,0,-10.3290,-10.3290,-10.3290,-10.3290,-10.3290,-10.3290,-10.3290,-10.3290,-10.3290,-10.3290,-10.3290,-10.3290,-10.3290,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,
2026-05-23,2026-05-23T07:30:00.000Z,-1,0.750,1,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T08:00:00.000Z,1,0.790,1,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T08:15:00.000Z,1,0.900,1,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,0.9856,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T08:55:00.000Z,1,0.810,1,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,2.1510,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T09:00:00.000Z,-1,0.640,1,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T09:10:00.000Z,1,0.890,1,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T09:15:00.000Z,1,0.870,1,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T09:20:00.000Z,1,0.840,1,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,1.7332,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T09:45:00.000Z,1,0.740,1,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,3.2639,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T10:15:00.000Z,1,0.870,1,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T10:25:00.000Z,-1,0.670,0,-10.2310,-3.9213,-4.6587,-5.0986,-7.4131,-7.9834,-8.8325,-4.6587,-5.0986,-6.4071,-7.6986,-8.2672,-8.6915,20.5,20.5,20.5,20.5,20.5,20.5,20.0,20.0,20.0,20.0,20.0,20.0,20.5,20.0,19.5,18.5,17.5,15.5,20.0,19.5,19.0,18.0,17.0,15.0
2026-05-23,2026-05-23T10:30:00.000Z,1,0.860,1,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T10:35:00.000Z,-1,0.700,1,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,4.0043,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T10:40:00.000Z,-1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T10:50:00.000Z,-1,0.750,1,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T10:55:00.000Z,1,0.820,1,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T11:10:00.000Z,1,0.800,0,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T11:20:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T11:30:00.000Z,-1,0.770,1,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T11:40:00.000Z,1,0.800,1,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,2.2975,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T11:55:00.000Z,1,0.920,0,-10.0560,-9.6504,-9.8535,-9.8535,-9.1401,-9.9548,-9.9548,-9.6504,-9.8535,-9.8535,-9.1401,-9.9548,-9.9548,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,3.5,2.0,7.0,6.0,6.0,5.0,3.5,2.0
2026-05-23,2026-05-23T12:00:00.000Z,-1,0.850,1,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T12:05:00.000Z,-1,0.580,1,6.8612,6.8612,6.8612,6.8612,6.8612,6.8612,6.8612,6.8612,6.8612,6.8612,6.8612,6.8612,6.8612,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T12:15:00.000Z,1,0.810,0,-10.1330,-6.0086,-7.6838,-7.6838,-6.9700,-6.7307,-6.2500,-6.0086,-7.6838,-7.6838,-6.9700,-6.7307,-6.2500,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.5,25.0,24.0,23.0,21.0,26.0,25.5,25.0,24.0,23.0,21.0
2026-05-23,2026-05-23T12:20:00.000Z,-1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T12:30:00.000Z,1,0.620,1,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T12:55:00.000Z,-1,0.640,0,-10.2520,-8.9353,-9.6690,-9.6690,-9.8151,-9.9609,-10.1066,-8.9353,-9.6690,-9.6690,-9.8151,-9.9609,-10.1066,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.5,19.0,18.0,17.0,15.0,20.0,19.5,19.0,18.0,17.0,15.0
2026-05-23,2026-05-23T13:05:00.000Z,1,0.940,1,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T13:15:00.000Z,1,0.860,1,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T13:25:00.000Z,-1,0.550,0,-10.3150,-10.3150,-10.3150,-10.3150,-10.3150,-10.3150,-10.3150,-10.3150,-10.3150,-10.3150,-10.3150,-10.3150,-10.3150,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T13:35:00.000Z,-1,0.820,1,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,2.0081,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T13:40:00.000Z,1,0.590,1,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,6.5774,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T13:55:00.000Z,-1,0.920,1,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T14:10:00.000Z,1,0.870,0,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,-10.0910,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T14:15:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T14:25:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T15:00:00.000Z,-1,0.720,1,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T15:20:00.000Z,-1,0.750,1,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T15:35:00.000Z,-1,0.890,1,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,1.1028,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T15:45:00.000Z,1,0.730,0,-10.1890,-4.9397,-4.9397,-7.6027,-7.4714,-7.6027,-6.4138,-7.6027,-7.4714,-7.4714,-7.6027,-7.3398,-5.3440,21.5,21.5,21.5,21.5,21.5,21.5,20.5,20.5,20.5,20.5,20.5,20.5,21.5,21.0,20.5,19.5,18.5,16.5,20.5,20.0,19.5,18.5,17.5,15.5
2026-05-23,2026-05-23T15:50:00.000Z,-1,0.850,0,-10.1050,-6.0594,-5.7127,-6.4047,-2.5251,-1.4359,-1.9216,-6.0594,-5.7127,-6.4047,-2.5251,-1.4359,-1.9216,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.5,16.0,15.0,14.0,12.0,17.0,16.5,16.0,15.0,14.0,12.0
2026-05-23,2026-05-23T16:10:00.000Z,1,0.800,0,-10.1400,-7.2996,-8.2576,-10.1400,-10.1400,-10.1400,-10.1400,-7.2996,-8.2576,-10.1400,-10.1400,-10.1400,-10.1400,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,,,,,2.5,2.0,,,,
2026-05-23,2026-05-23T16:15:00.000Z,-1,0.870,1,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,1.3458,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T16:30:00.000Z,1,0.920,0,-10.0560,-8.0038,-7.8996,-7.7953,-8.5226,-8.6259,-6.8492,-8.0038,-7.8996,-7.7953,-8.5226,-8.6259,-6.8492,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.0,15.5,14.5,13.5,11.5,16.5,16.0,15.5,14.5,13.5,11.5
2026-05-23,2026-05-23T16:40:00.000Z,-1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T16:45:00.000Z,-1,0.850,1,1.6009,-8.7802,-9.0026,-9.0026,-9.7760,1.6009,1.6009,-8.7802,-9.0026,-9.0026,-9.7760,1.6009,1.6009,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.0,2.0,,,4.0,3.5,3.0,2.0,,
2026-05-23,2026-05-23T17:20:00.000Z,-1,0.860,1,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T17:30:00.000Z,1,0.780,0,-10.1540,-10.1540,-10.1540,-10.1540,-10.1540,-10.1540,-10.1540,-10.1540,-10.1540,-10.1540,-10.1540,-10.1540,-10.1540,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T17:35:00.000Z,-1,0.590,0,-10.2870,-8.5387,-7.4113,-8.8587,-7.0870,-6.9245,-10.2870,-8.5387,-7.4113,-8.8587,-7.0870,-6.9245,-10.2870,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0,4.5,3.5,2.5,,5.5,5.0,4.5,3.5,2.5,
2026-05-23,2026-05-23T17:45:00.000Z,1,0.810,1,2.1510,-6.2500,-6.2500,-6.1294,-5.6452,-5.7665,-5.0362,-6.2500,-6.2500,-6.1294,-5.6452,-5.7665,-5.0362,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.5,25.0,24.0,23.0,21.0,26.0,25.5,25.0,24.0,23.0,21.0
2026-05-23,2026-05-23T17:55:00.000Z,-1,0.750,1,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,3.0917,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T18:00:00.000Z,1,0.640,1,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,5.2949,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T18:20:00.000Z,-1,0.800,0,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,-10.1400,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T18:25:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23T18:40:00.000Z,1,0.930,1,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,,,,,,,,,,,,,,,,,,,,,,,,
