day,event_start,side,entry_ask,canonical_win,signal_seconds_left,pnl_hold,pnl_exit_delay0,pnl_reverse65_delay0,pnl_reverse68_delay0,pnl_reverse70_delay0,pnl_reverse72_delay0,pnl_reverse78_delay0,pnl_reverse101_delay0,pnl_exit_delay0p5,pnl_reverse65_delay0p5,pnl_reverse68_delay0p5,pnl_reverse70_delay0p5,pnl_reverse72_delay0p5,pnl_reverse78_delay0p5,pnl_reverse101_delay0p5,pnl_exit_delay1,pnl_reverse65_delay1,pnl_reverse68_delay1,pnl_reverse70_delay1,pnl_reverse72_delay1,pnl_reverse78_delay1,pnl_reverse101_delay1,pnl_exit_delay2,pnl_reverse65_delay2,pnl_reverse68_delay2,pnl_reverse70_delay2,pnl_reverse72_delay2,pnl_reverse78_delay2,pnl_reverse101_delay2,reversed_hold,reversed_exit_delay0,reversed_reverse65_delay0,reversed_reverse68_delay0,reversed_reverse70_delay0,reversed_reverse72_delay0,reversed_reverse78_delay0,reversed_reverse101_delay0,reversed_exit_delay0p5,reversed_reverse65_delay0p5,reversed_reverse68_delay0p5,reversed_reverse70_delay0p5,reversed_reverse72_delay0p5,reversed_reverse78_delay0p5,reversed_reverse101_delay0p5,reversed_exit_delay1,reversed_reverse65_delay1,reversed_reverse68_delay1,reversed_reverse70_delay1,reversed_reverse72_delay1,reversed_reverse78_delay1,reversed_reverse101_delay1,reversed_exit_delay2,reversed_reverse65_delay2,reversed_reverse68_delay2,reversed_reverse70_delay2,reversed_reverse72_delay2,reversed_reverse78_delay2,reversed_reverse101_delay2
2026-05-15,2026-05-15T21:50:00.000Z,1,0.8800,0,4.5,-10.0840,-7.9044,-7.9044,-7.9044,-7.9044,-7.9044,-7.9044,-7.3264,-8.0960,-8.0960,-8.0960,-8.0960,-8.0960,-8.0960,-7.6117,-8.6967,-8.6967,-8.6967,-8.6967,-8.6967,-8.6967,-8.4979,-9.3868,-9.3868,-9.3868,-9.3868,-9.3868,-9.3868,-9.3218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2026-05-15,2026-05-15T22:05:00.000Z,1,0.7700,1,,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,2.7611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T22:10:00.000Z,1,0.7200,1,,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T22:15:00.000Z,-1,0.8900,1,,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,1.1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T22:20:00.000Z,1,0.8482,1,,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,1.6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T22:35:00.000Z,1,0.8600,1,,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T22:45:00.000Z,1,0.6300,0,8.5,-10.2590,-8.7717,-8.7717,-8.7717,-8.7717,-8.7717,-8.7717,-8.6153,-8.7717,-8.7717,-8.7717,-8.7717,-8.7717,-8.7717,-8.6153,-9.2202,-9.2202,-9.2202,-9.2202,-9.2202,-9.2202,-9.1480,-8.7717,-8.7717,-8.7717,-8.7717,-8.7717,-8.7717,-8.6153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2026-05-15,2026-05-15T22:50:00.000Z,-1,0.8618,1,,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,1.4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T22:55:00.000Z,1,0.9300,1,,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T23:10:00.000Z,1,0.8800,1,,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,1.2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T23:15:00.000Z,-1,0.9300,1,,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T23:30:00.000Z,-1,0.8900,0,2.0,-10.0770,-7.9740,-7.9740,-7.9740,-7.9740,-7.9740,-7.9740,-7.4621,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,-10.0770,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T23:35:00.000Z,-1,0.9200,1,,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0.7676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T23:45:00.000Z,-1,0.6300,1,,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,5.7161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-15,2026-05-15T23:50:00.000Z,-1,0.5900,1,5.0,6.5774,-7.2493,-7.2493,-7.2493,-7.2493,-7.2493,-7.2493,-10.5124,-7.4113,-7.4113,-7.4113,-7.4113,-7.4113,-7.4113,-10.5387,-7.4113,-7.4113,-7.4113,-7.4113,-7.4113,-7.4113,-10.4633,-6.7618,-6.7618,-6.7618,-6.7618,-6.7618,-6.7618,-10.5480,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2026-05-15,2026-05-15T23:55:00.000Z,-1,0.8500,1,,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,1.6009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T00:05:00.000Z,1,0.7800,1,,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,2.6024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T00:10:00.000Z,-1,0.6613,0,,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,-10.2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T00:20:00.000Z,1,0.6300,1,,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,5.5347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T00:30:00.000Z,1,0.8500,0,20.5,-10.1050,-5.9123,-3.3969,-3.3969,-3.3969,-3.3969,-3.3969,-3.3969,-7.5851,-7.5851,-7.5851,-7.5851,-7.5851,-6.7910,-6.7910,-8.4453,-8.4453,-8.4453,-8.4453,-8.4453,-8.4453,-8.1594,-9.2244,-9.2244,-9.2244,-9.2244,-9.2244,-9.2244,-9.1530,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2026-05-16,2026-05-16T00:40:00.000Z,-1,0.9416,1,,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T00:45:00.000Z,1,0.5200,0,13.0,-10.3360,-9.0775,-9.0775,-9.0775,-9.0775,-9.0775,-9.0775,-8.9861,-9.4384,-9.4384,-9.4384,-9.4384,-9.4384,-9.4384,-9.3962,-9.4384,-9.4384,-9.4384,-9.4384,-9.4384,-9.4384,-9.3962,-9.6059,-9.6059,-9.6059,-9.6059,-9.6059,-9.6059,-9.5719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2026-05-16,2026-05-16T00:50:00.000Z,-1,0.9400,1,,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T00:55:00.000Z,-1,0.5500,0,7.5,-10.3150,-8.2676,-8.2676,-8.2676,-8.2676,-8.2676,-8.2676,-7.9977,-8.2676,-8.2676,-8.2676,-8.2676,-8.2676,-8.2676,-8.0008,-8.6114,-8.6114,-8.6114,-8.6114,-8.6114,-8.6114,-8.4322,-9.1251,-9.1251,-9.1251,-9.1251,-9.1251,-9.1251,-9.0424,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2026-05-16,2026-05-16T01:00:00.000Z,-1,0.5200,0,16.0,-10.3360,-3.3455,0.8801,0.8801,0.8801,0.8801,0.8801,0.8801,-3.3455,0.8801,0.8801,0.8801,0.8801,0.8801,0.8801,-3.3455,0.8801,0.8801,0.8801,0.8801,0.8801,0.8801,-3.3455,0.8801,0.8801,0.8801,0.8801,0.8801,0.8801,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
2026-05-16,2026-05-16T01:05:00.000Z,1,0.9400,1,,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T01:15:00.000Z,1,0.7100,0,,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,-11.1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T01:20:00.000Z,1,0.5900,0,,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,-10.2870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T01:30:00.000Z,1,0.7900,1,,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T01:35:00.000Z,-1,0.7300,1,,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,3.4411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T01:45:00.000Z,1,0.8470,1,,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,1.6149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T02:10:00.000Z,1,0.6800,1,,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,4.4084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T02:15:00.000Z,-1,0.7000,0,,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,-10.2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T02:20:00.000Z,-1,0.8600,1,,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,1.4718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T02:30:00.000Z,-1,0.7900,1,,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,2.5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T02:45:00.000Z,1,0.7200,1,,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,3.5738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T02:50:00.000Z,1,0.6900,1,,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,4.2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T03:00:00.000Z,1,0.7900,1,,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,2.4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T03:10:00.000Z,1,0.6500,1,8.0,5.0627,-8.0746,-8.0746,-8.0746,-8.0746,-8.0746,-8.0746,-10.4065,-8.0746,-8.0746,-8.0746,-8.0746,-8.0746,-8.0746,-10.4065,-8.0746,-8.0746,-8.0746,-8.0746,-8.0746,-8.0746,-10.4065,-8.0746,-8.0746,-8.0746,-8.0746,-8.0746,-8.0746,-10.4065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2026-05-16,2026-05-16T03:15:00.000Z,1,0.5100,1,23.0,9.1668,-6.9157,-6.9157,-6.9157,-6.9157,-6.9157,-6.9157,-10.6011,-6.6222,-6.6222,-6.6222,-6.6222,-6.6222,-6.6222,-10.6503,-6.6410,-6.6410,-6.6410,-6.6410,-6.6410,-6.6410,-10.6175,-5.6984,-5.6984,-5.6984,-5.6984,-5.6984,-10.6861,-10.6861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2026-05-16,2026-05-16T03:20:00.000Z,1,0.6732,1,,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,4.5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T03:25:00.000Z,1,0.5200,1,,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,8.7986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T03:35:00.000Z,-1,0.9300,1,,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T03:45:00.000Z,1,0.7200,1,,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,3.6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T03:50:00.000Z,1,0.6434,1,,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,5.2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T04:00:00.000Z,1,0.7100,1,,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,3.7582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T04:20:00.000Z,1,0.5701,1,15.5,7.2814,-6.0841,-6.0841,-6.0841,-6.0841,-6.0841,-10.8115,-10.8115,-5.5653,-5.5653,-5.5653,-5.5653,-10.8490,-10.8490,-10.8490,-6.6007,-6.6007,-6.6007,-6.6007,-6.6007,-10.7740,-10.7740,-5.3919,-5.3919,-5.3919,-5.3919,-10.8615,-10.8615,-10.8615,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1
2026-05-16,2026-05-16T05:10:00.000Z,1,0.9100,1,,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T05:15:00.000Z,-1,0.9300,1,,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0.6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T05:20:00.000Z,-1,0.9000,1,,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0.9966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T05:25:00.000Z,1,0.6200,1,,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,5.7824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T05:30:00.000Z,-1,0.9200,1,,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0.7592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-16,2026-05-16T05:35:00.000Z,-1,0.5900,0,12.0,-10.2870,-6.9245,-6.9245,-6.9245,-6.9245,-6.9245,-6.9245,-6.0532,-7.7346,-7.7346,-7.7346,-7.7346,-7.7346,-7.7346,-7.2646,-7.8959,-7.8959,-7.8959,-7.8959,-7.8959,-7.8959,-7.4889,-7.8959,-7.8959,-7.8959,-7.8959,-7.8959,-7.8959,-7.4889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
